          ----- ----- -------  -----  ----- | ---- ----- --------- --------- --------- |
    3.380     0     1     0.3      3   5800 |   10  3381    0.0102    0.0010    0.0034 |
    3.390     0     1     0.3      3   5803 |   10  3391    0.0103    0.0010    0.0034 |
    3.400     0     1     0.3      3   5806 |   10  3401    0.0101    0.0010    0.0034 |
    3.410     0     1     0.3      3   5809 |   10  3411    0.0100    0.0010    0.0033 |
    3.420     0     1     0.2      2   5811 |   10  3421    0.0094    0.0009    0.0047 |
    3.430     0     1     0.3      3   5814 |   10  3431    0.0107    0.0011    0.0036 |
    3.440     0     1     0.4      4   5818 |   10  3441    0.0105    0.0011    0.0026 |
    3.450     0     1     0.2      2   5820 |   10  3451    0.0073    0.0007    0.0036 |
    3.460     0     1     0.3      3   5823 |   10  3461    0.0079    0.0008    0.0026 |
    3.470     0     1     0.3      3   5826 |   10  3471    0.0094    0.0009    0.0031 |
    3.480     0     1     0.2      2   5828 |   10  3481    0.0073    0.0007    0.0037 |
    3.490     0     1     0.3      3   5831 |   10  3491    0.0081    0.0008    0.0027 |
    3.500     0     1     0.3      3   5834 |   10  3501    0.0082    0.0008    0.0027 |
    3.510     0     1     0.2      2   5836 |   10  3511    0.0090    0.0009    0.0045 |
    3.520     0     1     0.3      3   5839 |   10  3521    0.0079    0.0008    0.0026 |
    3.530     0     1     0.2      2   5841 |   10  3531    0.0074    0.0007    0.0037 |
    3.540     0     1     0.3      3   5844 |   10  3541    0.0091    0.0009    0.0030 |
    3.550     0     1     0.2      2   5846 |   10  3551    0.0084    0.0008    0.0042 |
    3.560     0     1     0.3      3   5849 |   10  3561    0.0066    0.0007    0.0022 |
    3.570     0     1     0.2      2   5851 |   10  3571    0.0074    0.0007    0.0037 |
    3.580     0     1     0.3      3   5854 |   10  3581    0.0071    0.0007    0.0024 |
    3.590     0     1     0.2      2   5856 |   10  3591    0.0092    0.0009    0.0046 |
    3.600     0     1     0.2      2   5858 |   10  3601    0.0077    0.0008    0.0039 |
    3.610     0     1     0.2      2   5860 |   10  3611    0.0070    0.0007    0.0035 |
    3.620     0     1     0.3      3   5863 |   10  3621    0.0076    0.0008    0.0025 |
    3.630     0     1     0.2      2   5865 |   10  3631    0.0083    0.0008    0.0042 |
    3.640     0     1     0.2      2   5867 |   10  3641    0.0081    0.0008    0.0040 |
    3.650     0     1     0.2      2   5869 |   10  3651    0.0079    0.0008    0.0039 |
    3.660     0     1     0.2      2   5871 |   10  3661    0.0075    0.0007    0.0037 |
    3.670     0     1     0.2      2   5873 |   10  3671    0.0085    0.0009    0.0043 |
    3.680     0     1     0.3      3   5876 |   10  3681    0.0081    0.0008    0.0027 |
    3.690     0     1     0.2      2   5878 |   10  3691    0.0076    0.0008    0.0038 |
    3.700     0     1     0.2      2   5880 |   10  3701    0.0070    0.0007    0.0035 |
    3.710     0     1     0.2      2   5882 |   10  3711    0.0085    0.0009    0.0043 |
    3.720     0     1     0.1      1   5883 |   10  3721    0.0085    0.0009    0.0085 |
    3.730     0     1     0.3      3   5886 |   10  3731    0.0077    0.0008    0.0026 |
    3.740     0     1     0.1      1   5887 |   10  3741    0.0069    0.0007    0.0069 |
    3.750     0     1     0.2      2   5889 |   10  3751    0.0070    0.0007    0.0035 |
    3.760     0     1     0.2      2   5891 |   10  3761    0.0091    0.0009    0.0045 |
    3.770     0     1     0.2      2   5893 |   10  3771    0.0069    0.0007    0.0034 |
    3.780     0     1     0.2      2   5895 |   10  3781    0.0071    0.0007    0.0035 |
    3.790     0     1     0.1      1   5896 |   10  3791    0.0070    0.0007    0.0070 |
    3.800     0     1     0.2      2   5898 |   10  3801    0.0090    0.0009    0.0045 |
    3.810     0     1     0.2      2   5900 |   10  3811    0.0072    0.0007    0.0036 |
    3.820     0     1     0.1      1   5901 |   10  3821    0.0066    0.0007    0.0066 |
    3.830     0     1     0.2      2   5903 |   10  3831    0.0073    0.0007    0.0037 |
    3.840     0     1     0.2      2   5905 |   10  3841    0.0083    0.0008    0.0042 |
    3.850     0     1     0.1      1   5906 |   10  3851    0.0077    0.0008    0.0077 |
    3.860     0     1     0.2      2   5908 |   10  3861    0.0079    0.0008    0.0040 |
    3.870     0     1     0.1      1   5909 |   10  3871    0.0070    0.0007    0.0070 |
    3.880     0     1     0.2      2   5911 |   10  3881    0.0080    0.0008    0.0040 |
    3.890     0     1     0.2      2   5913 |   10  3891    0.0080    0.0008    0.0040 |
    3.900     0     1     0.1      1   5914 |   10  3901    0.0068    0.0007    0.0068 |
    3.910     0     1     0.1      1   5915 |   10  3911    0.0093    0.0009    0.0093 |
    3.920     0     1     0.2      2   5917 |   10  3921    0.0090    0.0009    0.0045 |
    3.930     0     1     0.1      1   5918 |   10  3931    0.0082    0.0008    0.0082 |
    3.940     0     1     0.2      2   5920 |   10  3941    0.0075    0.0008    0.0038 |
    3.950     0     1     0.1      1   5921 |   10  3951    0.0065    0.0007    0.0065 |
    3.960     0     1     0.1      1   5922 |   10  3961    0.0060    0.0006    0.0060 |
    3.970     0     1     0.1      1   5923 |   10  3971    0.0093    0.0009    0.0093 |
    3.980     0     1     0.2      2   5925 |   10  3981    0.0072    0.0007    0.0036 |
    3.990     0     1     0.1      1   5926 |   10  3991    0.0072    0.0007    0.0072 |
    4.000     0     1     0.1      1   5927 |   10  4001    0.0069    0.0007    0.0069 |
    4.010     0     1     0.1      1   5928 |   10  4011    0.0092    0.0009    0.0092 |
    4.020     0     1     0.1      1   5929 |   10  4021    0.0079    0.0008    0.0079 |
    4.030     0     1     0.1      1   5930 |   10  4031    0.0062    0.0006    0.0062 |
    4.040     0     1     0.1      1   5931 |   10  4041    0.0074    0.0007    0.0074 |
    4.050     0     1     0.1      1   5932 |   10  4051    0.0076    0.0008    0.0076 |
    4.060     0     1     0.2      2   5934 |   10  4061    0.0083    0.0008    0.0042 |
    4.070     0     0     0.0      0   5934 |   10  4071    0.0067    0.0007    0.0000 |
    4.080     0     1     0.1      1   5935 |   10  4081    0.0067    0.0007    0.0067 |
    4.090     0     1     0.1      1   5936 |   10  4091    0.0074    0.0007    0.0074 |
    4.100     0     1     0.1      1   5937 |   10  4101    0.0085    0.0008    0.0085 |
    4.110     0     1     0.1      1   5938 |   10  4111    0.0069    0.0007    0.0069 |
    4.120     0     1     0.1      1   5939 |   10  4121    0.0076    0.0008    0.0076 |
    4.130     0     1     0.1      1   5940 |   10  4131    0.0065    0.0006    0.0065 |
    4.140     0     1     0.1      1   5941 |   10  4141    0.0087    0.0009    0.0087 |
    4.150     0     1     0.1      1   5942 |   10  4151    0.0068    0.0007    0.0068 |
    4.160     0     0     0.0      0   5942 |   10  4161    0.0061    0.0006    0.0000 |
    4.170     0     1     0.1      1   5943 |   10  4171    0.0061    0.0006    0.0061 |
    4.180     0     1     0.1      1   5944 |   10  4181    0.0070    0.0007    0.0070 |
    4.190     0     1     0.2      2   5946 |   10  4191    0.0088    0.0009    0.0044 |
    4.200     0     1     0.1      1   5947 |   10  4201    0.0068    0.0007    0.0068 |
    4.210     0     1     0.1      1   5948 |   10  4211    0.0065    0.0006    0.0065 |
    4.220     0     1     0.1      1   5949 |   10  4221    0.0072    0.0007    0.0072 |
    4.230     0     1     0.1      1   5950 |   10  4231    0.0088    0.0009    0.0088 |
    4.240     0     1     0.1      1   5951 |   10  4241    0.0066    0.0007    0.0066 |
    4.250     0     1     0.1      1   5952 |   10  4251    0.0071    0.0007    0.0071 |
    4.260     0     0     0.0      0   5952 |   10  4261    0.0061    0.0006    0.0000 |
    4.270     0     1     0.1      1   5953 |   10  4271    0.0082    0.0008    0.0082 |
    4.280     0     1     0.1      1   5954 |   10  4281    0.0081    0.0008    0.0081 |
    4.290     0     0     0.0      0   5954 |   10  4291    0.0064    0.0006    0.0000 |
    4.300     0     1     0.1      1   5955 |   10  4301    0.0069    0.0007    0.0069 |
    4.310     0     1     0.1      1   5956 |   10  4311    0.0068    0.0007    0.0068 |
    4.320     0     1     0.1      1   5957 |   10  4321    0.0084    0.0008    0.0084 |
    4.330     0     0     0.0      0   5957 |   10  4331    0.0069    0.0007    0.0000 |
    4.340     0     0     0.0      0   5957 |   10  4341    0.0056    0.0006    0.0000 |
    4.350     0     1     0.1      1   5958 |   10  4351    0.0059    0.0006    0.0059 |
    4.360     0     0     0.0      0   5958 |   10  4361    0.0080    0.0008    0.0000 |
    4.370     0     0     0.0      0   5958 |   10  4371    0.0069    0.0007    0.0000 |
    4.380     0     1     0.1      1   5959 |   10  4381    0.0066    0.0007    0.0066 |
    4.390     0     0     0.0      0   5959 |   10  4391    0.0064    0.0006    0.0000 |
    4.400     0     1     0.1      1   5960 |   10  4401    0.0062    0.0006    0.0062 |
    4.410     0     0     0.0      0   5960 |   10  4411    0.0085    0.0008    0.0000 |
    4.420     0     1     0.1      1   5961 |   10  4421    0.0077    0.0008    0.0077 |
    4.430     0     1     0.1      1   5962 |   10  4431    0.0071    0.0007    0.0071 |
    4.440     0     0     0.0      0   5962 |   10  4441    0.0064    0.0006    0.0000 |
    4.450     0     1     0.1      1   5963 |   10  4451    0.0080    0.0008    0.0080 |
    4.460     0     0     0.0      0   5963 |   10  4461    0.0065    0.0006    0.0000 |
    4.470     0     1     0.1      1   5964 |   10  4471    0.0073    0.0007    0.0073 |
    4.480     0     0     0.0      0   5964 |   10  4481    0.0061    0.0006    0.0000 |
    4.490     0     1     0.1      1   5965 |   10  4491    0.0067    0.0007    0.0067 |
    4.500     0     0     0.0      0   5965 |   10  4501    0.0084    0.0008    0.0000 |
    4.510     0     1     0.1      1   5966 |   10  4511    0.0066    0.0007    0.0066 |
    4.520     0     0     0.0      0   5966 |   10  4521    0.0068    0.0007    0.0000 |
    4.530     0     1     0.1      1   5967 |   10  4531    0.0067    0.0007    0.0067 |
    4.540     0     0     0.0      0   5967 |   10  4541    0.0073    0.0007    0.0000 |
    4.550     0     1     0.1      1   5968 |   10  4551    0.0082    0.0008    0.0082 |
    4.560     0     0     0.0      0   5968 |   10  4561    0.0065    0.0006    0.0000 |
    4.570     0     1     0.1      1   5969 |   10  4571    0.0065    0.0007    0.0065 |
    4.580     0     0     0.0      0   5969 |   10  4581    0.0058    0.0006    0.0000 |
    4.590     0     0     0.0      0   5969 |   10  4591    0.0083    0.0008    0.0000 |
    4.600     0     1     0.1      1   5970 |   10  4601    0.0077    0.0008    0.0077 |
    4.610     0     0     0.0      0   5970 |   10  4611    0.0064    0.0006    0.0000 |
    4.620     0     1     0.1      1   5971 |   10  4621    0.0069    0.0007    0.0069 |
    4.630     0     0     0.0      0   5971 |   10  4631    0.0066    0.0007    0.0000 |
    4.640     0     1     0.1      1   5972 |   10  4641    0.0087    0.0009    0.0087 |
    4.650     0     1     0.1      1   5973 |   10  4651    0.0070    0.0007    0.0070 |
    4.660     0     0     0.0      0   5973 |   10  4661    0.0063    0.0006    0.0000 |
    4.670     0     0     0.0      0   5973 |   10  4671    0.0066    0.0007    0.0000 |
    4.680     0     0     0.0      0   5973 |   10  4681    0.0085    0.0008    0.0000 |
    4.690     0     1     0.1      1   5974 |   10  4691    0.0070    0.0007    0.0070 |
    4.700     0     0     0.0      0   5974 |   10  4701    0.0064    0.0006    0.0000 |
    4.710     0     1     0.1      1   5975 |   10  4711    0.0064    0.0006    0.0064 |
    4.720     0     0     0.0      0   5975 |   10  4721    0.0075    0.0008    0.0000 |
    4.730     0     0     0.0      0   5975 |   10  4731    0.0081    0.0008    0.0000 |
    4.740     0     0     0.0      0   5975 |   10  4741    0.0061    0.0006    0.0000 |
    4.750     0     1     0.1      1   5976 |   10  4751    0.0067    0.0007    0.0067 |
    4.760     0     0     0.0      0   5976 |   10  4761    0.0058    0.0006    0.0000 |
    4.770     0     0     0.0      0   5976 |   10  4771    0.0083    0.0008    0.0000 |
    4.780     0     0     0.0      0   5976 |   10  4781    0.0063    0.0006    0.0000 |
    4.790     0     1     0.1      1   5977 |   10  4791    0.0066    0.0007    0.0066 |
    4.800     0     0     0.0      0   5977 |   10  4801    0.0066    0.0007    0.0000 |
    4.810     0     0     0.0      0   5977 |   10  4811    0.0068    0.0007    0.0000 |
    4.820     0     0     0.0      0   5977 |   10  4821    0.0080    0.0008    0.0000 |
    4.830     0     1     0.1      1   5978 |   10  4831    0.0061    0.0006    0.0061 |
    4.840     0     0     0.0      0   5978 |   10  4841    0.0067    0.0007    0.0000 |
    4.850     0     0     0.0      0   5978 |   10  4851    0.0062    0.0006    0.0000 |
    4.860     0     0     0.0      0   5978 |   10  4861    0.0078    0.0008    0.0000 |
    4.870     0     0     0.0      0   5978 |   10  4871    0.0077    0.0008    0.0000 |
    4.880     0     1     0.1      1   5979 |   10  4881    0.0070    0.0007    0.0070 |
    4.890     0     0     0.0      0   5979 |   10  4891    0.0065    0.0007    0.0000 |
    4.900     0     0     0.0      0   5979 |   10  4901    0.0070    0.0007    0.0000 |
    4.910     0     0     0.0      0   5979 |   10  4911    0.0084    0.0008    0.0000 |
    4.920     0     0     0.0      0   5979 |   10  4921    0.0068    0.0007    0.0000 |
    4.930     0     0     0.0      0   5979 |   10  4931    0.0062    0.0006    0.0000 |
    4.940     0     0     0.0      0   5979 |   10  4941    0.0066    0.0007    0.0000 |
    4.950     0     1     0.1      1   5980 |   10  4951    0.0090    0.0009    0.0090 |
    4.960     0     0     0.0      0   5980 |   10  4961    0.0061    0.0006    0.0000 |
    4.970     0     0     0.0      0   5980 |   10  4971    0.0067    0.0007    0.0000 |
    4.980     0     1     0.1      1   5981 |   10  4981    0.0066    0.0007    0.0066 |
    4.990     0     0     0.0      0   5981 |   10  4991    0.0060    0.0006    0.0000 |
    5.000     0     0     0.0      0   5981 |   10  5001    0.0079    0.0008    0.0000 |
    5.010     0     0     0.0      0   5981 |   10  5011    0.0071    0.0007    0.0000 |
    5.020     0     0     0.0      0   5981 |   10  5021    0.0070    0.0007    0.0000 |
    5.030     0     0     0.0      0   5981 |   10  5031    0.0059    0.0006    0.0000 |
    5.040     0     0     0.0      0   5981 |   10  5041    0.0075    0.0008    0.0000 |
    5.050     0     1     0.1      1   5982 |   10  5051    0.0075    0.0007    0.0075 |
    5.060     0     0     0.0      0   5982 |   10  5061    0.0065    0.0006    0.0000 |
    5.070     0     0     0.0      0   5982 |   10  5071    0.0066    0.0007    0.0000 |
    5.080     0     0     0.0      0   5982 |   10  5081    0.0070    0.0007    0.0000 |
    5.090     0     0     0.0      0   5982 |   10  5091    0.0079    0.0008    0.0000 |
    5.100     0     0     0.0      0   5982 |   10  5101    0.0064    0.0006    0.0000 |
    5.110     0     0     0.0      0   5982 |   10  5111    0.0064    0.0006    0.0000 |
    5.120     0     0     0.0      0   5982 |   10  5121    0.0061    0.0006    0.0000 |
    5.130     0     0     0.0      0   5982 |   10  5131    0.0085    0.0009    0.0000 |
    5.140     0     1     0.1      1   5983 |   10  5141    0.0073    0.0007    0.0073 |
    5.150     0     0     0.0      0   5983 |   10  5151    0.0069    0.0007    0.0000 |
    5.160     0     0     0.0      0   5983 |   10  5161    0.0059    0.0006    0.0000 |
    5.170     0     0     0.0      0   5983 |   10  5171    0.0065    0.0007    0.0000 |
    5.180     0     0     0.0      0   5983 |   10  5181    0.0073    0.0007    0.0000 |
    5.190     0     0     0.0      0   5983 |   10  5191    0.0063    0.0006    0.0000 |
    5.200     0     0     0.0      0   5983 |   10  5201    0.0062    0.0006    0.0000 |
    5.210     0     0     0.0      0   5983 |   10  5211    0.0055    0.0005    0.0000 |
    5.220     0     0     0.0      0   5983 |   10  5221    0.0069    0.0007    0.0000 |
    5.230     0     0     0.0      0   5983 |   10  5231    0.0077    0.0008    0.0000 |
    5.240     0     0     0.0      0   5983 |   10  5241    0.0062    0.0006    0.0000 |
    5.250     0     0     0.0      0   5983 |   10  5251    0.0070    0.0007    0.0000 |
    5.260     0     0     0.0      0   5983 |   10  5261    0.0069    0.0007    0.0000 |
    5.270     0     0     0.0      0   5983 |   10  5271    0.0081    0.0008    0.0000 |
    5.280     0     0     0.0      0   5983 |   10  5281    0.0066    0.0007    0.0000 |
    5.290     0     0     0.0      0   5983 |   10  5291    0.0058    0.0006    0.0000 |
    5.300     0     0     0.0      0   5983 |   10  5301    0.0067    0.0007    0.0000 |
    5.310     0     0     0.0      0   5983 |   10  5311    0.0067    0.0007    0.0000 |
    5.320     0     0     0.0      0   5983 |   10  5321    0.0079    0.0008    0.0000 |
    5.330     0     0     0.0      0   5983 |   10  5331    0.0064    0.0006    0.0000 |
    5.340     0     0     0.0      0   5983 |   10  5341    0.0063    0.0006    0.0000 |
    5.350     0     0     0.0      0   5983 |   10  5351    0.0066    0.0007    0.0000 |
    5.360     0     0     0.0      0   5983 |   10  5361    0.0086    0.0009    0.0000 |
    5.370     0     0     0.0      0   5983 |   10  5371    0.0064    0.0006    0.0000 |
    5.380     0     0     0.0      0   5983 |   10  5381    0.0068    0.0007    0.0000 |
    5.390     0     0     0.0      0   5983 |   10  5391    0.0055    0.0005    0.0000 |
    5.400     0     0     0.0      0   5983 |   10  5401    0.0056    0.0006    0.0000 |
    5.410     0     0     0.0      0   5983 |   10  5411    0.0084    0.0008    0.0000 |
    5.420     0     0     0.0      0   5983 |   10  5421    0.0087    0.0009    0.0000 |
    5.430     0     0     0.0      0   5983 |   10  5431    0.0075    0.0007    0.0000 |
    5.440     0     0     0.0      0   5983 |   10  5441    0.0079    0.0008    0.0000 |
    5.450     0     0     0.0      0   5983 |   10  5451    0.0069    0.0007    0.0000 |
    5.460     0     0     0.0      0   5983 |   10  5461    0.0079    0.0008    0.0000 |
    5.470     0     0     0.0      0   5983 |   10  5471    0.0071    0.0007    0.0000 |
    5.480     0     0     0.0      0   5983 |   10  5481    0.0065    0.0006    0.0000 |
    5.490     0     0     0.0      0   5983 |   10  5491    0.0060    0.0006    0.0000 |
    5.500     0     0     0.0      0   5983 |   10  5501    0.0067    0.0007    0.0000 |
    5.510     0     0     0.0      0   5983 |   10  5511    0.0081    0.0008    0.0000 |
    5.520     0     0     0.0      0   5983 |   10  5521    0.0065    0.0006    0.0000 |
    5.530     0     0     0.0      0   5983 |   10  5531    0.0067    0.0007    0.0000 |
    5.540     0     0     0.0      0   5983 |   10  5541    0.0064    0.0006    0.0000 |
    5.550     0     0     0.0      0   5983 |   10  5551    0.0083    0.0008    0.0000 |
    5.560     0     0     0.0      0   5983 |   10  5561    0.0073    0.0007    0.0000 |
    5.570     0     0     0.0      0   5983 |   10  5571    0.0061    0.0006    0.0000 |
    5.580     0     0     0.0      0   5983 |   10  5581    0.0066    0.0007    0.0000 |
    5.590     0     0     0.0      0   5983 |   10  5591    0.0057    0.0006    0.0000 |
    5.600     0     0     0.0      0   5983 |   10  5601    0.0082    0.0008    0.0000 |
    5.610     0     0     0.0      0   5983 |   10  5611    0.0062    0.0006    0.0000 |
    5.620     0     0     0.0      0   5983 |   10  5621    0.0064    0.0006    0.0000 |
    5.630     0     0     0.0      0   5983 |   10  5631    0.0065    0.0006    0.0000 |
    5.640     0     0     0.0      0   5983 |   10  5641    0.0073    0.0007    0.0000 |
    5.650     0     0     0.0      0   5983 |   10  5651    0.0077    0.0008    0.0000 |
    5.660     0     0     0.0      0   5983 |   10  5661    0.0063    0.0006    0.0000 |
    5.670     0     0     0.0      0   5983 |   10  5671    0.0059    0.0006    0.0000 |
    5.680     0     0     0.0      0   5983 |   10  5681    0.0064    0.0006    0.0000 |
    5.690     0     0     0.0      0   5983 |   10  5691    0.0086    0.0009    0.0000 |
    5.700     0     0     0.0      0   5983 |   10  5701    0.0075    0.0008    0.0000 |
    5.710     0     0     0.0      0   5983 |   10  5711    0.0062    0.0006    0.0000 |
    5.720     0     0     0.0      0   5983 |   10  5721    0.0067    0.0007    0.0000 |
    5.730     0     0     0.0      0   5983 |   10  5731    0.0078    0.0008    0.0000 |
    5.740     0     0     0.0      0   5983 |   10  5741    0.0071    0.0007    0.0000 |
    5.750     0     0     0.0      0   5983 |   10  5751    0.0069    0.0007    0.0000 |
    5.760     0     0     0.0      0   5983 |   10  5761    0.0063    0.0006    0.0000 |
    5.770     0     0     0.0      0   5983 |   10  5771    0.0057    0.0006    0.0000 |
    5.780     0     0     0.0      0   5983 |   10  5781    0.0085    0.0008    0.0000 |
    5.790     0     0     0.0      0   5983 |   10  5791    0.0067    0.0007    0.0000 |
    5.800     0     0     0.0      0   5983 |   10  5801    0.0063    0.0006    0.0000 |
    5.810     0     0     0.0      0   5983 |   10  5811    0.0066    0.0007    0.0000 |
    5.820     0     0     0.0      0   5983 |   10  5821    0.0067    0.0007    0.0000 |
    5.830     0     0     0.0      0   5983 |   10  5831    0.0073    0.0007    0.0000 |
    5.840     0     0     0.0      0   5983 |   10  5841    0.0066    0.0007    0.0000 |
    5.850     0     0     0.0      0   5983 |   10  5851    0.0065    0.0006    0.0000 |
    5.860     0     0     0.0      0   5983 |   10  5861    0.0066    0.0007    0.0000 |
    5.870     0     0     0.0      0   5983 |   10  5871    0.0085    0.0009    0.0000 |
    5.880     0     0     0.0      0   5983 |   10  5881    0.0064    0.0006    0.0000 |
    5.890     0     0     0.0      0   5983 |   10  5891    0.0065    0.0006    0.0000 |
    5.900     0     0     0.0      0   5983 |   10  5901    0.0065    0.0006    0.0000 |
    5.910     0     0     0.0      0   5983 |   10  5911    0.0073    0.0007    0.0000 |
    5.920     0     0     0.0      0   5983 |   10  5921    0.0083    0.0008    0.0000 |
    5.930     0     0     0.0      0   5983 |   10  5931    0.0066    0.0007    0.0000 |
    5.940     0     0     0.0      0   5983 |   10  5941    0.0067    0.0007    0.0000 |
    5.950     0     0     0.0      0   5983 |   10  5951    0.0065    0.0007    0.0000 |
    5.960     0     0     0.0      0   5983 |   10  5961    0.0088    0.0009    0.0000 |
    5.970     0     0     0.0      0   5983 |   10  5971    0.0067    0.0007    0.0000 |
    5.980     0     0     0.0      0   5983 |   10  5981    0.0064    0.0006    0.0000 |
    5.990     0     0     0.0      0   5983 |   10  5991    0.0070    0.0007    0.0000 |
    6.000     0     0     0.0      0   5983 |   10  6001    0.0071    0.0007    0.0000 |
    6.010     0     0     0.0      0   5983 |   10  6011    0.0074    0.0007    0.0000 |
    6.020     0     0     0.0      0   5983 |   10  6021    0.0068    0.0007    0.0000 |
    6.030     0     0     0.0      0   5983 |   10  6031    0.0064    0.0006    0.0000 |
    6.040     0     0     0.0      0   5983 |   10  6041    0.0059    0.0006    0.0000 |
    6.050     0     0     0.0      0   5983 |   10  6051    0.0078    0.0008    0.0000 |
    6.060     0     0     0.0      0   5983 |   10  6061    0.0073    0.0007    0.0000 |
    6.070     0     0     0.0      0   5983 |   10  6071    0.0068    0.0007    0.0000 |
    6.080     0     0     0.0      0   5983 |   10  6081    0.0066    0.0007    0.0000 |
    6.090     0     0     0.0      0   5983 |   10  6091    0.0077    0.0008    0.0000 |
    6.100     0     0     0.0      0   5983 |   10  6101    0.0080    0.0008    0.0000 |
    6.110     0     0     0.0      0   5983 |   10  6111    0.0068    0.0007    0.0000 |
    6.120     0     0     0.0      0   5983 |   10  6121    0.0058    0.0006    0.0000 |
    6.130     0     0     0.0      0   5983 |   10  6131    0.0062    0.0006    0.0000 |
    6.140     0     1     0.1      1   5984 |   10  6141    0.0089    0.0009    0.0089 |
    6.150     0     0     0.0      0   5984 |   10  6151    0.0070    0.0007    0.0000 |
    6.160     0     0     0.0      0   5984 |   10  6161    0.0069    0.0007    0.0000 |
    6.170     0     0     0.0      0   5984 |   10  6171    0.0068    0.0007    0.0000 |
    6.180     0     0     0.0      0   5984 |   10  6181    0.0072    0.0007    0.0000 |
    6.190     0     0     0.0      0   5984 |   10  6191    0.0076    0.0008    0.0000 |
    6.200     0     0     0.0      0   5984 |   10  6201    0.0064    0.0006    0.0000 |
    6.210     0     0     0.0      0   5984 |   10  6211    0.0064    0.0006    0.0000 |
    6.220     0     0     0.0      0   5984 |   10  6221    0.0057    0.0006    0.0000 |
    6.230     0     0     0.0      0   5984 |   10  6231    0.0079    0.0008    0.0000 |
    6.240     0     1     0.1      1   5985 |   10  6241    0.0071    0.0007    0.0071 |
    6.250     0     0     0.0      0   5985 |   10  6251    0.0065    0.0006    0.0000 |
    6.260     0     0     0.0      0   5985 |   10  6261    0.0069    0.0007    0.0000 |
    6.270     0     0     0.0      0   5985 |   10  6271    0.0073    0.0007    0.0000 |
    6.280     0     0     0.0      0   5985 |   10  6281    0.0080    0.0008    0.0000 |
    6.290     0     0     0.0      0   5985 |   10  6291    0.0070    0.0007    0.0000 |
    6.300     0     0     0.0      0   5985 |   10  6301    0.0060    0.0006    0.0000 |
    6.310     0     0     0.0      0   5985 |   10  6311    0.0072    0.0007    0.0000 |
    6.320     0     0     0.0      0   5985 |   10  6321    0.0084    0.0008    0.0000 |
    6.330     0     0     0.0      0   5985 |   10  6331    0.0065    0.0006    0.0000 |
    6.340     0     0     0.0      0   5985 |   10  6341    0.0064    0.0006    0.0000 |
    6.350     0     0     0.0      0   5985 |   10  6351    0.0063    0.0006    0.0000 |
    6.360     0     1     0.1      1   5986 |   10  6361    0.0090    0.0009    0.0090 |
    6.370     0     0     0.0      0   5986 |   10  6371    0.0072    0.0007    0.0000 |
    6.380     0     0     0.0      0   5986 |   10  6381    0.0068    0.0007    0.0000 |
    6.390     0     0     0.0      0   5986 |   10  6391    0.0069    0.0007    0.0000 |
    6.400     0     0     0.0      0   5986 |   10  6401    0.0067    0.0007    0.0000 |
    6.410     0     0     0.0      0   5986 |   10  6411    0.0077    0.0008    0.0000 |
    6.420     0     0     0.0      0   5986 |   10  6421    0.0065    0.0007    0.0000 |
    6.430     0     0     0.0      0   5986 |   10  6431    0.0065    0.0007    0.0000 |
    6.440     0     0     0.0      0   5986 |   10  6441    0.0058    0.0006    0.0000 |
    6.450     0     0     0.0      0   5986 |   10  6451    0.0076    0.0008    0.0000 |
    6.460     0     0     0.0      0   5986 |   10  6461    0.0073    0.0007    0.0000 |
    6.470     0     1     0.1      1   5987 |   10  6471    0.0073    0.0007    0.0073 |
    6.480     0     0     0.0      0   5987 |   10  6481    0.0065    0.0007    0.0000 |
    6.490     0     0     0.0      0   5987 |   10  6491    0.0071    0.0007    0.0000 |
    6.500     0     0     0.0      0   5987 |   10  6501    0.0081    0.0008    0.0000 |
    6.510     0     0     0.0      0   5987 |   10  6511    0.0074    0.0007    0.0000 |
    6.520     0     1     0.1      1   5988 |   10  6521    0.0073    0.0007    0.0073 |
    6.530     0     0     0.0      0   5988 |   10  6531    0.0067    0.0007    0.0000 |
    6.540     0     0     0.0      0   5988 |   10  6541    0.0083    0.0008    0.0000 |
    6.550     0     0     0.0      0   5988 |   10  6551    0.0062    0.0006    0.0000 |
    6.560     0     0     0.0      0   5988 |   10  6561    0.0071    0.0007    0.0000 |
    6.570     0     0     0.0      0   5988 |   10  6571    0.0058    0.0006    0.0000 |
    6.580     0     1     0.1      1   5989 |   10  6581    0.0065    0.0006    0.0065 |
    6.590     0     0     0.0      0   5989 |   10  6591    0.0082    0.0008    0.0000 |
    6.600     0     0     0.0      0   5989 |   10  6601    0.0065    0.0006    0.0000 |
    6.610     0     0     0.0      0   5989 |   10  6611    0.0064    0.0006    0.0000 |
    6.620     0     0     0.0      0   5989 |   10  6621    0.0058    0.0006    0.0000 |
    6.630     0     0     0.0      0   5989 |   10  6631    0.0079    0.0008    0.0000 |
    6.640     0     0     0.0      0   5989 |   10  6641    0.0073    0.0007    0.0000 |
    6.650     0     0     0.0      0   5989 |   10  6651    0.0060    0.0006    0.0000 |
    6.660     0     0     0.0      0   5989 |   10  6661    0.0066    0.0007    0.0000 |
    6.670     0     0     0.0      0   5989 |   10  6671    0.0062    0.0006    0.0000 |
    6.680     0     0     0.0      0   5989 |   10  6681    0.0083    0.0008    0.0000 |
    6.690     0     0     0.0      0   5989 |   10  6691    0.0061    0.0006    0.0000 |
